"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"43295099999","2014-01-01","12.9666666","77.5833333","921.0","BANGALORE, IN","  68.4"," 8","  58.1"," 8","9999.9"," 0","911.7"," 8","  3.9"," 8","  1.7"," 8","  1.9","999.9","  79.5"," ","  60.8"," "," 0.00","I","999.9","000000"
"43295099999","2014-01-02","12.9666666","77.5833333","921.0","BANGALORE, IN","  68.2"," 8","  57.8"," 8","9999.9"," 0","912.2"," 8","  3.4"," 8","  1.5"," 8","  1.9","999.9","  79.5"," ","  61.9","*"," 0.00","I","999.9","000000"
"43295099999","2014-01-03","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.0"," 8","  58.8"," 8","9999.9"," 0","912.1"," 8","  4.3"," 8","  1.3"," 8","  2.9","999.9","  83.1"," ","  59.0"," "," 0.00","I","999.9","000000"
"43295099999","2014-01-04","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.6"," 8","  52.1"," 8","9999.9"," 0","911.3"," 8","  4.3"," 8","  1.5"," 8","  1.9","999.9","  84.2"," ","  59.7"," "," 0.00","I","999.9","000000"
"43295099999","2014-01-05","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.0"," 8","  52.5"," 8","9999.9"," 0","909.7"," 8","  4.3"," 8","  1.5"," 8","  1.9","999.9","  85.1"," ","  61.5"," "," 0.00","I","999.9","000000"
"43295099999","2014-01-06","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.9"," 8","  52.0"," 8","9999.9"," 0","909.4"," 8","  4.3"," 8","  1.0"," 8","  1.9","999.9","  87.4"," ","  60.4","*"," 0.00","I","999.9","000000"
"43295099999","2014-01-07","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.6"," 8","  52.4"," 8","9999.9"," 0","910.5"," 8","  4.3"," 8","  1.5"," 8","  1.9","999.9","  87.4"," ","  59.0"," "," 0.00","I","999.9","000000"
"43295099999","2014-01-08","12.9666666","77.5833333","921.0","BANGALORE, IN","  69.2"," 8","  56.9"," 8","9999.9"," 0","911.6"," 8","  4.3"," 8","  3.2"," 8","  7.0","999.9","  84.7"," ","  59.9"," "," 0.00","I","999.9","000000"
"43295099999","2014-01-09","12.9666666","77.5833333","921.0","BANGALORE, IN","  69.8"," 8","  58.1"," 8","9999.9"," 0","911.2"," 8","  3.9"," 8","  2.3"," 8","  2.9","999.9","  82.4"," ","  60.4","*"," 0.00","I","999.9","000000"
"43295099999","2014-01-10","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.6"," 8","  58.8"," 8","9999.9"," 0","911.2"," 8","  3.9"," 8","  1.8"," 8","  2.9","999.9","  85.5"," ","  62.8"," "," 0.00","I","999.9","000000"
