"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"43295099999","2015-01-01","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.2"," 8","  64.4"," 8","9999.9"," 0","908.1"," 8","  3.9"," 8","  0.5"," 8","  1.9","999.9","  85.1"," ","  66.6","*"," 0.30","G","999.9","010000"
"43295099999","2015-01-02","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.0"," 8","  62.2"," 8","9999.9"," 0","910.5"," 8","  3.4"," 8","  1.0"," 8","  4.1","999.9","  84.6"," ","  63.7"," "," 0.06","G","999.9","000000"
"43295099999","2015-01-03","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.8"," 8","  63.8"," 8","9999.9"," 0","911.1"," 8","  3.7"," 8","  0.7"," 8","  1.9","999.9","  84.6"," ","  65.7"," "," 0.00","G","999.9","000000"
"43295099999","2015-01-04","12.9666666","77.5833333","921.0","BANGALORE, IN","  73.0"," 8","  63.1"," 8","9999.9"," 0","911.1"," 8","  3.7"," 8","  1.5"," 8","  2.9","999.9","  83.8"," ","  66.2"," "," 0.00","I","999.9","000000"
"43295099999","2015-01-05","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.0"," 8","  60.8"," 8","9999.9"," 0","910.9"," 8","  4.8"," 8","  0.5"," 8","  1.9","999.9","  83.8"," ","  65.1"," "," 0.00","I","999.9","000000"
"43295099999","2015-01-06","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.3"," 8","  57.2"," 8","9999.9"," 0","911.4"," 8","  4.3"," 8","  0.2"," 8","  1.9","999.9","  82.6"," ","  65.5"," "," 0.00","I","999.9","000000"
"43295099999","2015-01-07","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.4"," 8","  57.0"," 8","9999.9"," 0","911.3"," 8","  4.3"," 8","  0.2"," 8","  1.9","999.9","  83.5"," ","  63.3"," "," 0.00","I","999.9","000000"
"43295099999","2015-01-08","12.9666666","77.5833333","921.0","BANGALORE, IN","  71.2"," 8","  62.0"," 8","9999.9"," 0","911.4"," 8","  3.7"," 8","  0.2"," 8","  1.9","999.9","  83.5"," ","  63.7"," "," 0.00","I","999.9","000000"
"43295099999","2015-01-09","12.9666666","77.5833333","921.0","BANGALORE, IN","  70.7"," 8","  61.3"," 8","9999.9"," 0","912.4"," 8","  3.9"," 8","  1.0"," 8","  1.9","999.9","  81.7"," ","  64.8","*"," 0.00","I","999.9","000000"
"43295099999","2015-01-10","12.9666666","77.5833333","921.0","BANGALORE, IN","  69.0"," 8","  51.4"," 8","9999.9"," 0","912.4"," 8","  5.1"," 8","  0.7"," 8","  1.9","999.9","  82.9"," ","  60.1","*"," 0.00","I","999.9","000000"
