"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"43295099999","2013-01-01","12.9666666","77.5833333","921.0","BANGALORE, IN","  74.2"," 8","  59.0"," 8","9999.9"," 0","909.9"," 8","  3.9"," 8","  2.3"," 8","  2.9","999.9","  86.5"," ","  66.2","*"," 0.00","I","999.9","000000"
"43295099999","2013-01-02","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.3"," 8","  56.5"," 8","9999.9"," 0","911.1"," 8","  4.3"," 8","  1.8"," 8","  4.1","999.9","  86.5"," ","  62.4"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-03","12.9666666","77.5833333","921.0","BANGALORE, IN","  75.2"," 8","  55.9"," 8","9999.9"," 0","911.0"," 8","  4.3"," 8","  1.5"," 8","  2.9","999.9","  89.2"," ","  62.4"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-04","12.9666666","77.5833333","921.0","BANGALORE, IN","  75.5"," 8","  57.2"," 8","9999.9"," 0","909.9"," 8","  3.7"," 8","  1.8"," 8","  2.9","999.9","  89.6"," ","  63.3"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-05","12.9666666","77.5833333","921.0","BANGALORE, IN","  74.8"," 8","  59.1"," 8","9999.9"," 0","908.9"," 8","  4.3"," 8","  1.7"," 8","  4.1","999.9","  89.6"," ","  64.4"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-06","12.9666666","77.5833333","921.0","BANGALORE, IN","  73.9"," 8","  59.2"," 8","9999.9"," 0","909.2"," 8","  4.3"," 8","  2.7"," 8","  5.1","999.9","  87.8"," ","  64.9"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-07","12.9666666","77.5833333","921.0","BANGALORE, IN","  73.0"," 8","  55.7"," 8","9999.9"," 0","909.9"," 8","  4.8"," 8","  2.0"," 8","  4.1","999.9","  86.4"," ","  63.7"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-08","12.9666666","77.5833333","921.0","BANGALORE, IN","  73.5"," 8","  51.3"," 8","9999.9"," 0","910.6"," 8","  4.3"," 8","  1.8"," 8","  2.9","999.9","  87.1"," ","  63.3"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-09","12.9666666","77.5833333","921.0","BANGALORE, IN","  73.3"," 8","  53.7"," 8","9999.9"," 0","911.1"," 8","  4.3"," 8","  1.9"," 8","  1.9","999.9","  87.1"," ","  63.3"," "," 0.00","I","999.9","000000"
"43295099999","2013-01-10","12.9666666","77.5833333","921.0","BANGALORE, IN","  72.2"," 8","  55.4"," 8","9999.9"," 0","910.8"," 8","  3.9"," 8","  1.8"," 8","  4.1","999.9","  86.0"," ","  62.6"," "," 0.00","I","999.9","000000"
