date,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,temperature_c,tmax_c,tmin_c,precipitation_mm,temperature_c_interp
2019-03-22,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.111111111111107,35.0,21.77777777777778,,28.111111111111107
2019-03-23,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.77777777777778,35.0,22.5,,28.77777777777778
2019-03-24,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.833333333333332,35.27777777777778,23.72222222222222,,28.833333333333332
2019-03-25,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.444444444444443,35.5,22.77777777777778,,28.444444444444443
2019-03-26,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.277777777777782,35.388888888888886,21.5,,28.277777777777782
2019-03-27,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.944444444444443,35.0,22.61111111111111,,27.944444444444443
2019-03-28,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.72222222222222,35.388888888888886,21.38888888888889,,28.72222222222222
2019-03-29,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.666666666666668,36.22222222222222,23.22222222222222,,28.666666666666668
2019-03-30,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.555555555555557,35.22222222222222,23.388888888888886,,28.555555555555557
2019-03-31,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.666666666666668,35.27777777777778,22.722222222222225,,28.666666666666668
2019-04-01,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.72222222222222,35.611111111111114,22.88888888888889,,28.72222222222222
2019-04-02,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.277777777777782,36.0,23.61111111111111,0.0,28.277777777777782
2019-04-03,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.0,35.0,22.61111111111111,,29.0
2019-04-04,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.388888888888886,36.22222222222222,23.000000000000004,,28.388888888888886
2019-04-05,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.722222222222225,35.22222222222222,23.000000000000004,,27.722222222222225
2019-04-06,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.666666666666668,35.388888888888886,23.388888888888886,,28.666666666666668
2019-04-07,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.5,35.388888888888886,24.0,,29.5
2019-04-08,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.444444444444443,36.388888888888886,24.0,2.032,28.444444444444443
2019-04-09,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.22222222222222,35.611111111111114,22.77777777777778,,28.22222222222222
2019-04-10,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.333333333333332,35.388888888888886,22.77777777777778,1.016,29.333333333333332
2019-04-11,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.166666666666668,36.0,24.222222222222218,0.0,29.166666666666668
2019-04-12,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,30.0,35.77777777777778,23.61111111111111,,30.0
2019-04-13,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.444444444444443,36.611111111111114,24.61111111111111,,29.444444444444443
2019-04-14,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.5,36.0,24.222222222222218,,29.5
2019-04-15,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.11111111111111,36.22222222222222,24.0,,29.11111111111111
2019-04-16,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.666666666666668,36.22222222222222,23.61111111111111,,29.666666666666668
2019-04-17,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.333333333333336,36.388888888888886,22.77777777777778,4.064,26.333333333333336
2019-04-18,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.16666666666667,36.0,21.611111111111114,6.095999999999999,27.16666666666667
2019-04-19,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.61111111111111,35.611111111111114,21.38888888888889,,27.61111111111111
2019-04-20,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.833333333333332,33.22222222222222,22.38888888888889,0.254,26.833333333333332
2019-04-21,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.38888888888889,34.22222222222222,21.611111111111114,0.0,27.38888888888889
2019-04-22,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.722222222222225,34.22222222222222,23.61111111111111,0.0,27.722222222222225
2019-04-23,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.88888888888889,35.0,23.22222222222222,0.0,27.88888888888889
2019-04-24,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.833333333333332,34.22222222222222,23.000000000000004,,28.833333333333332
2019-04-25,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.77777777777778,34.77777777777778,22.77777777777778,,28.77777777777778
2019-04-26,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.61111111111111,35.611111111111114,23.5,,29.61111111111111
2019-04-27,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,30.38888888888889,36.611111111111114,24.388888888888893,,30.38888888888889
2019-04-28,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.277777777777782,37.0,24.88888888888889,,28.277777777777782
2019-04-29,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.166666666666668,34.0,24.0,0.0,28.166666666666668
2019-04-30,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.166666666666668,35.0,21.22222222222222,35.05199999999999,24.166666666666668
2019-05-01,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.333333333333336,30.0,21.611111111111114,0.0,26.333333333333336
2019-05-02,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.999999999999996,31.61111111111111,21.999999999999996,,26.999999999999996
2019-05-03,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.11111111111111,33.388888888888886,21.38888888888889,,27.11111111111111
2019-05-04,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.333333333333332,33.611111111111114,21.999999999999996,,27.333333333333332
2019-05-05,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.555555555555557,35.0,22.38888888888889,0.0,28.555555555555557
2019-05-06,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.833333333333332,35.611111111111114,24.0,0.0,28.833333333333332
2019-05-07,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.500000000000004,36.22222222222222,20.777777777777782,0.0,25.500000000000004
2019-05-08,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.722222222222218,33.611111111111114,20.611111111111107,14.985999999999999,26.722222222222218
2019-05-09,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.88888888888889,32.611111111111114,21.999999999999996,0.0,27.88888888888889
2019-05-10,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,29.444444444444443,34.388888888888886,23.22222222222222,,29.444444444444443
2019-05-11,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.277777777777775,35.72222222222222,24.61111111111111,2.032,27.277777777777775
2019-05-12,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.77777777777778,35.22222222222222,24.388888888888893,0.0,27.77777777777778
2019-05-13,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.722222222222218,35.0,21.722222222222218,0.0,26.722222222222218
2019-05-14,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.88888888888889,35.0,21.77777777777778,0.0,27.88888888888889
2019-05-15,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.555555555555557,34.77777777777778,22.22222222222222,7.112,25.555555555555557
2019-05-16,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.11111111111111,34.611111111111114,21.27777777777778,,27.11111111111111
2019-05-17,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.0,33.611111111111114,21.999999999999996,17.018,24.0
2019-05-18,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.666666666666668,33.611111111111114,21.38888888888889,,27.666666666666668
2019-05-19,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.22222222222222,34.0,23.77777777777778,,28.22222222222222
2019-05-20,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.000000000000004,34.77777777777778,24.388888888888893,,28.000000000000004
2019-05-21,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,28.5,34.388888888888886,24.0,,28.5
2019-05-22,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.888888888888893,34.77777777777778,23.000000000000004,4.064,26.888888888888893
2019-05-23,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.5,34.611111111111114,22.61111111111111,3.0479999999999996,26.5
2019-05-24,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.11111111111111,34.0,22.38888888888889,1.016,26.11111111111111
2019-05-25,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.777777777777775,33.5,21.0,,24.777777777777775
2019-05-26,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.38888888888889,32.388888888888886,20.611111111111107,,26.38888888888889
2019-05-27,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.666666666666668,33.77777777777778,20.0,37.337999999999994,27.666666666666668
2019-05-28,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.5,34.22222222222222,23.77777777777778,0.0,27.5
2019-05-29,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.88888888888889,33.611111111111114,23.000000000000004,0.254,27.88888888888889
2019-05-30,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.77777777777778,34.0,23.000000000000004,0.0,27.77777777777778
2019-05-31,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.5,33.27777777777778,21.999999999999996,2.032,26.5
2019-06-01,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,27.5,33.22222222222222,21.0,,27.5
2019-06-02,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.166666666666664,33.22222222222222,22.61111111111111,7.619999999999999,26.166666666666664
2019-06-03,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.500000000000004,32.111111111111114,21.22222222222222,,25.500000000000004
2019-06-04,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.888888888888893,31.0,22.11111111111111,,26.888888888888893
2019-06-05,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.27777777777778,31.77777777777778,21.0,27.94,25.27777777777778
2019-06-06,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.833333333333332,32.388888888888886,20.611111111111107,20.32,25.833333333333332
2019-06-07,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.38888888888889,32.0,20.611111111111107,20.066,25.38888888888889
2019-06-08,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.27777777777778,31.5,22.5,0.0,26.27777777777778
2019-06-09,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.722222222222218,32.22222222222222,22.277777777777775,,26.722222222222218
2019-06-10,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.88888888888889,33.611111111111114,21.999999999999996,,24.88888888888889
2019-06-11,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.0,30.0,21.0,,25.0
2019-06-12,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.222222222222218,30.0,21.611111111111114,0.0,24.222222222222218
2019-06-13,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.833333333333332,29.38888888888889,21.999999999999996,0.0,24.833333333333332
2019-06-14,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.27777777777778,30.61111111111111,21.999999999999996,0.508,25.27777777777778
2019-06-15,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.5,31.0,21.22222222222222,,26.5
2019-06-16,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.77777777777778,31.72222222222222,21.5,,26.77777777777778
2019-06-17,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.5,32.22222222222222,21.611111111111114,,26.5
2019-06-18,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.888888888888886,32.388888888888886,22.61111111111111,0.0,25.888888888888886
2019-06-19,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,26.611111111111114,31.22222222222222,21.5,0.0,26.611111111111114
2019-06-20,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.72222222222222,32.27777777777778,22.22222222222222,1.27,25.72222222222222
2019-06-21,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.555555555555557,30.61111111111111,20.72222222222222,0.0,24.555555555555557
2019-06-22,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.055555555555554,29.38888888888889,21.611111111111114,0.0,25.055555555555554
2019-06-23,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,23.77777777777778,29.38888888888889,21.38888888888889,12.953999999999999,23.77777777777778
2019-06-24,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.499999999999996,29.38888888888889,21.0,0.254,24.499999999999996
2019-06-25,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.0,29.72222222222222,21.38888888888889,,25.0
2019-06-26,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.555555555555557,29.77777777777778,21.611111111111114,,24.555555555555557
2019-06-27,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.944444444444446,30.0,21.611111111111114,5.08,24.944444444444446
2019-06-28,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.222222222222225,31.0,21.0,,25.222222222222225
2019-06-29,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.11111111111111,31.22222222222222,21.0,,25.11111111111111
2019-06-30,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.555555555555557,30.61111111111111,21.611111111111114,0.0,24.555555555555557
2019-07-01,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.555555555555557,29.77777777777778,21.0,0.0,25.555555555555557
2019-07-02,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.500000000000004,30.5,21.5,0.0,25.500000000000004
2019-07-03,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,25.38888888888889,30.77777777777778,21.38888888888889,0.0,25.38888888888889
2019-07-04,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.444444444444443,30.77777777777778,21.611111111111114,1.016,24.444444444444443
2019-07-05,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,23.666666666666664,30.27777777777778,21.22222222222222,6.095999999999999,23.666666666666664
2019-07-06,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,23.833333333333336,29.0,20.72222222222222,1.016,23.833333333333336
2019-07-07,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.499999999999996,28.61111111111111,20.72222222222222,0.0,24.499999999999996
2019-07-08,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,24.444444444444443,29.22222222222222,20.611111111111107,0.0,24.444444444444443
2019-07-09,43295099999.0,"BANGALORE, IN",12.9666666,77.5833333,921.0,23.77777777777778,29.5,20.0,0.0,23.77777777777778
